원본ID,원본파일,원본번호,제목,핵심메시지,교육적역할,시각유형,새처리상태,새차시,새part,새순서,변경유형,변경내용,보존유보,예상분,판정근거
VC-W3-V5-14,part-05.html,59,GitHub도 붙여 쓰는 도구입니다,연결과 허락은 다르다 — GitHub도 그중 하나,개념,mapping,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-05,part-05.html,60,GitHub — 저장소와 커밋,"저장소는 자리, 커밋은 무엇을 왜 바꿨는지의 기록",개념정의,concept,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-15,part-05.html,61,저장소는 두 곳에 있습니다,커밋은 내 컴퓨터에서 만들어지고 올려야 보인다,비교,comparison,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-06,part-05.html,62,커밋은 무엇을 올릴지 고르는 것부터입니다,바뀐 것을 다 올리지 않는다 — 고를 수 있다,개념,flow,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-07,part-05.html,63,저장소 연결과 변경 파일 확인,실습⑤ 아직 올리지 말고 변경 목록만 본다,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-09,part-05.html,65,커밋 메시지 한 문장 쓰기,실습⑥ 무엇을 왜 바꿨는지가 문장에 있는가,실습안내,comparison,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-10,part-05.html,66,커밋하고 GitHub에 올리기,실습⑦ 확인한 파일만 골라 올린다,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-08,part-05.html,64,올리기 전에 다시 확인합니다,작업 중에 다시 들어온 민감정보를 한 번 더 거른다,점검,checklist,제외,없음,없음,없음,없음,제외 · 2열 checklist 골격은 M6 N-22(정제 기준 · 확인이 필요한 데이터 · 분석의 한계)가 재사용,점검 항목 5개가 V1-11 부록과 같은 내용이라 중복이다.,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-11,part-05.html,67,완료했습니다보다 GitHub 화면,완료 보고는 증거가 아니다 — 증거는 화면이다,개념,contrast,본편,3차시,part-06,51,M2,"[본문] 전: 제목 「완료했습니다보다 GitHub 화면」 · 우 h3 「GitHub 웹 화면 ✓」 · 좌 p 「그건 보냈다는 말입니다. 도착했다는 말이 아닙니다」 · 우 p 「최신 커밋이 실제로 보여야 끝난 겁니다」 · callout 「완료 보고는 증거가 아닙니다. 증거는 화면입니다」 → 후: 제목 「완료했습니다보다 원본 숫자」 · 우 h3 「원본에서 다시 센 값 ✓」 · 좌 p 「그건 계산했다는 말입니다. 맞다는 말이 아닙니다」 · 우 p 「원본에서 다시 센 값과 같아야 끝난 겁니다」 · callout 「완료 보고는 증거가 아닙니다. 증거는 대조 결과입니다」. 좌 h3 「에이전트의 답변」은 원문 그대로. [SVG/접근성] <text> 5건 전: 「GitHub에 올렸습니다」 / 「커밋 목록」 · 「빈 검색어일 때 안내 문구 표시」 · 「방금」 · 「기록 추가 기능 넣기」 → 후: 「계산 끝났습니다」 / 「대조 결과」 · 「총매출 — 대시보드와 같음」 · 「일치」 · 「주문 수 — 다시 세는 중」. rect · circle · 말풍선 path 좌표와 fill 변수(민트 = 확인된 줄, 회색 = 아직인 줄)를 전부 그대로 두고 텍스트 노드 5건만 교체한다. aria-label 2건 전: 「에이전트가 올렸습니다라고 답한 말풍선」/「GitHub 커밋 목록에 오늘 만든 커밋이 맨 위에 보이는 화면」 → 후: 「에이전트가 계산 끝났습니다라고 답한 말풍선」/「대조 결과 목록에 방금 확인한 지표가 맨 위에 보이는 화면」. [생존] 텍스트 단위 14 중 2 유지 = 14% — 강제 메시지 2 슬라이드 예외로 보존.",attempt-01은 이 슬라이드의 SVG 텍스트 5건 + aria-label 2건을 매트릭스에 적지 않았다(독립 검토 R-MAP3 치명 1). 오케스트레이터 판정에 따라 「텍스트 노드만 교체하고 SVG 구조 불변」이 성립함을 확인해 보존으로 유지한다. GitHub 맥락(M3 제외 주제)에서 나온 슬라이드라는 점은 D-01에 함께 올린다.,1.0,"강제 메시지 2 「AI의 완료는 완료 증거가 아니다」와 6 「대시보드의 숫자는 원본 데이터와 비교한다」를 한 장에서 잇는다. 텍스트 생존은 14%로 낮지만 SVG 도형이 「목록 화면」이라 대조 결과 목록으로 그대로 성립하고, 강제 메시지 슬라이드 예외에 해당해 보존한다."
VC-W3-P6,part-06.html,68,배포와 공유 범위,PART 6 간지,파트간지,고정슬라이드,본편,3차시,part-06,46,M4,"[본문] 전: PART 제목 「배포와 공유 범위」 → 후: 「대조 · 정리 · 확장」. 부제(.pd-sub) 전: 「주소를 만들고, 열리는지 확인하고, 세상에 내놓습니다.」 → 후: 「숫자를 원본과 맞춰 보고, 문서로 남기고, 다른 형태로 넓힙니다.」 — attempt-03 등재(조립 때 옛 소재를 걷어 내며 바꿨으나 이 칸에 없던 변경 · 내용 유지). 도형·도트·PART n/N은 shell의 hydratePartDivider()가 채우는 빈 훅이라 손대지 않는다. [SVG/접근성] .dv-hero SVG는 빈 훅(<text> 0건 · aria-hidden) · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 3 중 1 유지 = 33%(부제 교체 반영) — 구조 슬라이드(간지) 예외.",없음,0.3,파트 간지 — 새 PART 6으로 재지정(M4).
VC-W3-M6,part-06.html,69,PART 6은 이렇게 배웁니다,PART 6 로드맵 5스텝,파트로드맵,flow,본편,3차시,part-06,47,M4,"[본문] 전: rm-lead 「만들었다고 열리는 것이 아닙니다 — 주소를 만들고, 열어 보고, 고쳐서 다시 내놓습니다.」 · 5단계 「만들었다고 맞는 것이 아닙니다 — 원본과 맞춰 보고, 문서로 남기고, 다른 형태로 넓힙니다.」 → 후: rm-lead 「배포 전 마지막 점검 / 사이트 만들기 / 공유 범위 바꾸기 / 점검하고 한 건 고치기 / 3주 회고」 · 5단계 「만드는 쪽과 확인하는 쪽 / 원본 대조 다섯 단계 / 근거로 판정하기 / 분석 문서 쓰기 / 넓히기와 배포 소개」. 각 단계의 desc 한 줄과 rm-out(산출물 라벨)도 같은 규칙으로 새 PART 구성에 맞춰 교체하며, .rm-track.is-5 골격 · 번호 1~5 · 화살표 4개는 불변. [SVG/접근성] <text> 0건 · aria-label 0건(로드맵이 div 트랙) — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 23 중 2 유지 = 9% — 구조 슬라이드(로드맵) 예외.",없음,0.7,구조 안내 슬라이드 — 새 PART 6으로 재지정(M4).
VC-W3-V6-01,part-06.html,70,"저장소에 있는 것과, 열리는 것은 다릅니다",파일을 준 것과 열리는 주소를 준 것은 다르다,개념,contrast,본편,3차시,part-06,62,M2,"[본문] 전: 제목 「저장소에 있는 것과, 열리는 것은 다릅니다」 · 좌 h3 「저장소에 있는 것 — 파일」 → 후: 제목 「내 컴퓨터에 있는 것과, 열리는 것은 다릅니다」 · 좌 h3 「내 폴더에 있는 것 — 파일」. 우 h3 「사람들에게 필요한 것 — 열리는 URL」 · 좌 p 「파일을 받아서 직접 열어 보라고 할 수는 없습니다」 · 우 p 「열리는 주소가 있어야 남이 씁니다」 · callout 「레시피를 공유한 것과 요리를 내놓은 것의 차이입니다」는 원문 그대로. [SVG/접근성] <text> 5건 전: 「파일 목록」 · 「index.html」 · 「style.css」 · 「script.js」 · 「내-사이트.chatgpt.site」 → 후: 「파일 목록」(유지) · 「dashboard.html」 · 「분석결과.md」 · 「지표정의.json」 · 「(강사 시연 주소)」 — 창 · 주소창 rect 좌표 불변, 텍스트 4건만 교체. aria-label 2건 전: 「저장소의 파일 목록 화면」/「브라우저 주소창에 주소가 있고 실제 서비스 화면이 열린 그림」 → 후: 「내 폴더의 파일 목록 화면」/뒤엣것은 원문 그대로. [생존] 텍스트 단위 14 중 7 유지 = 50%.",URL 자리표시 「(강사 시연 주소)」는 정적 배포 방식이 미정이기 때문이다(D-04). 방식이 정해지면 이 <text> 1건만 교체한다.,0.75,커리큘럼 「정적 HTML 배포 방식 소개」의 개념 슬라이드. Codex Sites 주소 1건 외에는 도구 독립이라 M4 범위. 생존율 실측은 변경내용 [생존] 항 참조.
VC-W3-V6-02,part-06.html,71,공개하면 되돌리기 어렵습니다,여기가 경계선 — 넘으면 회수 불가,점검,checklist,부록,3차시,부록,A9,없음,원본 그대로 수록,3차시 배포는 소개 3분이라 본편 자리가 없다. 수록 여부 D-08.,0,메시지가 도구 독립적이라 그대로 복사 가능. 배포를 실제로 하는 차시가 아니므로 부록.
VC-W3-V6-03,part-06.html,72,사이트 만들기,좌측 사이트 → 우상단 만들기 → chatgpt.site 주소 생성,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,원본 3주차 초안에도 「미확인 — 실제 화면 확인 필요」로 남아 있던 구간이다.,0,도구 특정 UI(Codex) 슬라이드. Antigravity의 대응 화면·메뉴 이름이 자료/원문 01·02에 없음(웹 리서치 금지) → 제외하고 결정요청 D-05에 등재.
VC-W3-V6-04,part-06.html,73,공유 범위 바꾸고 URL 확인,실습⑧ 나만 → 인터넷 사용자 누구나로 바꾸고 게시,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,도구 특정 UI(Codex) 슬라이드. Antigravity의 대응 화면·메뉴 이름이 자료/원문 01·02에 없음(웹 리서치 금지) → 제외하고 결정요청 D-05에 등재.
VC-W3-V6-05,part-06.html,74,공개가 안 되면,성공 / 폴백 / 미완료 — 안 된 것을 됐다고 적지 않는다,개념,flow,부록,3차시,부록,A10,없음,원본 그대로 수록,「안 된 것을 됐다고 적지 않습니다」는 과정 전반에 유효하다. 본편 승격 검토 대상(D-08).,0,메시지는 도구 독립적이나 3단(공개 성공/폴백/미완료)이 배포 실습 전제라 본편에 두지 않았다.
VC-W3-V6-06,part-06.html,75,공개된 화면은 내 컴퓨터와 다를 수 있습니다,첫 화면·대표 흐름·좁은 화면·새로고침 네 가지를 본다,점검,classification,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용. 배포 심화 — 3차시는 소개 3분뿐.
VC-W3-V6-07,part-06.html,76,공개 URL 자가 점검,실습⑨ 로그인하지 않은 창에서 네 가지 확인,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V6-08,part-06.html,77,한 번에 하나만 고칩니다,한꺼번에 고치면 뭐 때문에 나아졌는지 알 수 없다,개념,flow,본편,3차시,part-06,57,M4,"[본문] 전: s-body 「3주 내내 지킨 원칙을 마지막까지 그대로 씁니다」 → 후: 「1·2차시 내내 지킨 원칙을 마지막까지 그대로 씁니다」. 제목 「한 번에 하나만 고칩니다」와 앞 두 문장은 원문 그대로. [SVG/접근성] <text> 11건 「발견 여러 건」 · 「발견 A」 · 「발견 B」 · 「발견 C」 · 「하나만」 · 「① 무엇을 유지할지」 · 「건드리지 않을 것을 먼저 못박습니다」 · 「② 무엇을 바꿀지」 · 「고칠 한 건을 문장으로 적습니다」 · 「③ 바뀐 뒤 무엇을 확인할지」 · 「확인할 화면을 미리 정합니다」 → 후: 11건 전부 원문 그대로(도구 · 주차 독립) · aria-label 1건 「발견 여러 건 중 하나만 뽑히고, 그 하나가 유지 · 변경 · 확인 세 단계를 거치는 그림」도 원문 그대로 — 전 → 후 교체 0건. [생존] 텍스트 단위 17 중 16 유지 = 94%.",없음,0.5,3차시 실습⑦(자연어 수정)의 규칙 슬라이드. SVG 전량이 도구 독립이라 교체가 문장 1개뿐인 최고 보존율 슬라이드다. 생존율 실측은 변경내용 [생존] 항 참조.
VC-W3-V6-09,part-06.html,78,한 건 고치고 다시 공개,"실습⑩ 한 건 반영 후 재공개, 옛 화면은 캐시",실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,도구 특정 UI(Codex) 슬라이드. Antigravity의 대응 화면·메뉴 이름이 자료/원문 01·02에 없음(웹 리서치 금지) → 제외하고 결정요청 D-05에 등재.
VC-W3-V6-10,part-06.html,79,3주 회고,"AI가 여럿이어도 채택은 사람이 하고, 완료는 증거로 결정한다",마무리,flow,통합,3차시,shell,64,M5,"통합 · VC-W3-END(새순서 64)에 흡수. [본문] 전: 제목 「3주 회고」 · w3-def 「AI가 여럿이어도 채택은 사람이 하고, 완료는 증거로 결정합니다」 · callout 「이 문장 하나만 가져가시면 오늘 수업은 성공입니다」 → 후: 같은 관통 문장이 END의 .concept-lead에 이미 있으므로 중복은 버리고 callout 한 줄만 END 하단에 살려 넣는다. [SVG/접근성] <text> 10건 전: 「1주차」 · 「요청하는 사람」 · 「2주차」 · 「기획하는 사람」 · 「3주차 · 오늘」 · 「지휘하고 · 판정하고」 · 「공개를 결정하는 사람」 · 「첫 화면을 얻었습니다」 · 「내 MVP를 완성했습니다」 · 「세상에 내놓았습니다」 · aria-label 1건 「1주차 요청하는 사람에서 2주차 기획하는 사람을 거쳐 3주차 지휘하고 판정하고 공개하는 사람으로 이어지는 타임라인」 → 후: 새 덱에 남지 않는다. 이 타임라인 SVG는 END의 .concept-flow 3칸(텍스트)이 대신하며 도해로는 이전되지 않는다. [생존] 텍스트 단위 15 중 1 유지 = 7% — 통합이므로 생존율은 판정에 쓰지 않는다.","계보 도해(SVG)가 새 덱에서 사라진다는 것을 조립 담당이 알아야 한다. 도해를 살리려면 END 흡수가 아니라 별도 1장 보존이어야 하고, 그 경우 시간표 +0.5분과 새순서 재배열이 필요하다 — D-11로 올린다.",0,M5(같은 메시지 여러 장 → 1장). 원본에서도 79·80이 연속 중복이었다.
VC-W3-END,shell.html,80,배운 것을 한 문장으로 남기기,"AI가 여럿이어도 채택은 사람이 하고, 완료는 증거로 결정한다",마무리,고정슬라이드,본편,3차시,shell,64,M4,"[본문] 전: s-eyebrow 「3주 회고」 · .concept-flow 「1주차 · 요청하는 사람」 → 「2주차 · 기획하는 사람」 → 「3주차 · 지휘하고 판정하고 공개하는 사람」 · 4카드 「나눴습니다 — 파일을 경계로 담당 넷을 두었습니다」/「판정했습니다 — 다수결이 아니라 근거로 골랐습니다」/「기록했습니다 — 무엇을 왜 바꿨는지 커밋에 남겼습니다」/「공개했습니다 — 로그인 없이 열리는 것을 확인했습니다」 → 후: 「3차시 회고」 · 「1차시 · 요청하는 사람」 → 「2차시 · 기준을 정하는 사람」 → 「3차시 · 근거를 확인하고 결정하는 사람」 · 「확인했습니다 — 구조와 품질을 먼저 봤습니다」/「지켰습니다 — 원본은 읽기만 했습니다」/「대조했습니다 — 대시보드 숫자를 원본에서 다시 셌습니다」/「남겼습니다 — 근거와 한계를 문서에 적었습니다」. 제목 「배운 것을 한 문장으로 남기기」 · 리드 「AI가 여럿이어도 채택은 사람이 하고, 완료는 증거로 결정합니다」 · 하단 「검증된 것만 완료로 봅니다」는 원문 그대로. V6-10의 callout 「이 문장 하나만 가져가시면 오늘 수업은 성공입니다」를 하단에 흡수(M5). [SVG/접근성] <text> 0건 · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 16 중 4 유지 = 25% — 구조 슬라이드(마무리) 예외.",V6-10 통합분 반영 필요. 4칸 문구는 CSV 분석 결과 확정 후 최종 확정.,3.0,3차시 마무리. 관통 문장이 새 과정 핵심 메시지와 같은 명제라 그대로 보존. 정리·질의 10분 블록에 놓이므로 시간표 100분 계수에서 제외.
VC-W3-THX,shell.html,81,THANK YOU,3주간 고생하셨습니다,감사,고정슬라이드,본편,3차시,shell,65,M1,"[본문] 전: 「3주간 고생하셨습니다」 · 「이제 여러분의 결과물은 세상에 열려 있습니다.」 → 후: 「3차시 동안 고생하셨습니다」 · 「이제 여러분은 데이터에서 결과물까지 직접 확인할 수 있습니다.」 「THANK YOU」와 브랜드 워드마크는 원문 그대로. [SVG/접근성] <text> 0건 · aria-label 0건 — 전 → 후 교체 대상 없음. 주의: 이 슬라이드 뒤에 붙어 있는 aria-label 15건(「이전 슬라이드」 · 「전체화면 (F)」 · 「화면 가리기, 클릭하면 해제」 등)은 덱 chrome(발표 UI)이지 슬라이드 내용이 아니므로 교체 대상에서 뺀다. [생존] 텍스트 단위 3 중 1 유지 = 33% — 구조 슬라이드(마무리) 예외.",없음,0.5,표기 수정만(M1). 정리·질의 10분 블록에 놓이므로 시간표 100분 계수에서 제외.
