file_id,상대경로,크기,SHA-256,확장자,실제형식,원본주차,Git상태,작성수정근거,참조대상,분류,부모file_id,판정근거,미확인사유,관측_슬라이드수,관측_인라인SVG수
F-0694,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱.초안/part-03.html,39311,0624a2203ab389ebe000d38e6e2177bd7d5290002da6adb87d10906e9acd64c0,.html,HTML(조각),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),자료/images/s3pe_prompt-four-elements-v1.png(없음);자료/images/s18_context-memory-workbench-paper-cut-v1-transparent.png(있음);자료/images/s3prv_information-risk-sorting-v1.png(없음),상태 확인 필요,F-0069,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱.초안/part-03.html)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,21,21
F-0695,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱.초안/part-04.html,12964,cb28c45245c231defafdc14aed9d4c1a5e351635d63afdd238aba761624c1c17,.html,HTML(조각),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),자료/images/s44_keep-change-check-paper-cut-v1-transparent.png(있음);자료/images/s45_human-ai-one-change-paper-cut-v2-transparent.png(있음);자료/images/s46_one-change-protected-paper-cut-v1-transparent.png(있음);자료/images/s49_background-before-after-paper-cut-v1-transparent.png(있음);자료/images/s50_human-ai-free-change-paper-cut-v2-transparent.png(있음),상태 확인 필요,F-0070,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱.초안/part-04.html)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,8,8
F-0696,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱.초안/part-05.html,18882,063ef11cac286f483ea0596ab436571da69ad73223e0da0764b2fe699c3d5091,.html,HTML(조각),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),자료/images/s52_issue-type-check-paper-cut-v1-transparent.png(있음);자료/images/s56_human-ai-refresh-check-paper-cut-v2-transparent.png(있음);screenshot/win05_vibecoding-index-root.png(있음);자료/images/s60_final-three-checks-paper-cut-v1-transparent.png(있음),상태 확인 필요,F-0071,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱.초안/part-05.html)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,10,10
F-0697,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱.초안/revision.css,116539,d7faed05e6e2569a29c962a7246316b17e3492a2d3ebbca006032d6ba30a713a,.css,텍스트(CSS),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0072,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱.초안/revision.css)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,-,-
F-0698,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱.초안/shell.html,52151,e3ab0170fd1f799aab2f9c1897962e9937b89d3de3c808b5d0cddbf11c6b7140,.html,HTML(문서),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),../../kit/styles/deck.css(있음);../../kit/styles/legibility.css(있음);../../kit/styles/patterns.css(있음);강의덱.초안/revision.css(있음);자료/images/s00_light-paper-background.png(있음);자료/images/s00_workbench-hero-paper-cut-v1-transparent.png(있음);자료/images/s00_check-paper-cut-v1-transparent.png(있음);자료/images/s01a_ai-one-sentence-era-paper-cut-v1-transparent.png(있음);자료/images/s05_week1_journey-paper-cut-v1-transparent.png(있음);자료/images/s05_week2_journey-paper-cut-v1-transparent.png(있음);자료/images/s05_week3_journey-paper-cut-v1-transparent.png(있음);자료/images/s02_arrival-three-actions-paper-cut-v1-transparent.png(있음);자료/images/s05a-data-design-background-v1.png(있음);자료/images/s42_one-file-three-files-paper-cut-v1-transparent.png(있음),상태 확인 필요,F-0073,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱.초안/shell.html)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,19,16
F-0699,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱_발표자노트.html,35962,2b2399823e332b42bd3c3f66abd2fdd1d1307b355d2b1ee3992700aa24b4b66b,.html,HTML(문서),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0075,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱_발표자노트.html)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,61(pn-slide 섹션·data-slide 미사용),0
F-0700,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/강의덱_배포.html,59752695,60db62bceca19938e4e8c33b2ca8d07ac3234e2b7ad9692446f96f2515fa49ba,.html,HTML(문서),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0076,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/강의덱_배포.html)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,72,70
F-0701,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_Terra_실행계획_요청.md,4544,3a05f2104ab1ff7941a17c8940d5ffd614c5d1af40f3678105af6652b1e7539f,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0702,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_Terra_인수인계.md,14511,8815e128f87262196da04399203f845ef7ed6cdc180eb3c3778c05f9e693afae,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0703,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_강의덱_v1대비_디자인수정_판단근거.md,55630,d3afe0555d29eb448f35b275a491d2d334c00cb50865403cae6d64dac85a4f9e,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0704,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_개념KB.md,189444,37fd2fdfd6378d279d706ea1522d7fa781503d37f80bff175047f8f1259c735e,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),중복본,F-0077,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/1주차_개념KB.md)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0705,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_결정요청사항.md,3516,93476046bc90333bee10a76b3091a3bb01f86cccd0ce40b15c5bf3d1d017687c,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0078,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/1주차_결정요청사항.md)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,-,-
F-0706,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_내용단계_집필스펙.md,24795,4fde0d5ec080058863bb0c6a4200ebadf0a31388b3fabc33e52372667a44ad54,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0707,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_덱_결정표.md,23370,1d62899043138c762246fa206116eb3e820748afb5d59794738555908137bdf7,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0708,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_슬라이드계획서_v2.md,50469,e9423a117e44ee4f99a3aec6b71bf398178663f2a73ddc7e612d2ecd217836c5,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0709,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_실습안_검증결과.md,14989,da8f9b69620114d95f3f80d2c4e4bacb0bbab5cbfdcd793ac74f8255ab69359c,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0080,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/1주차_실습안_검증결과.md)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,-,-
F-0710,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_오프닝_TOP5.html,14253,be427bdb8f9f004cff477c382a648355b32cb70f7742d50d72c7552ff58c36bc,.html,HTML(문서),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),../../../kit/styles/deck.css(있음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,0(section 있으나 data-slide 0건),0
F-0711,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_오프닝_레이아웃러프.html,19011,e5d82c190bf85612919371e2ae72133d995f07123798048bac5f81fd1e3a77b4,.html,HTML(문서),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),../../../kit/styles/deck.css(있음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,0(section 있으나 data-slide 0건),0
F-0712,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_출처레지스트리.md,67207,65e63dda3c88620d625dae32b3e2430d4e31b9a1157be66ad7caaf7ca4735231,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),중복본,F-0081,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/1주차_출처레지스트리.md)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0713,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_콘텐츠_결정표.md,13468,3c37a016f1693f6cfc48044074d5dd751ca615d7966634ebed97055c7d4d96db,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,-,본체 부재 · worktree 단독 현물 · 복구 금지(계획서 §1 잠긴 결정: 삭제본 자동 복구 금지),본체에서 삭제된 것인지 worktree 단독 산출인지 미확인 — G11 확인 대상,-,-
F-0714,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_콘텐츠_집필노트.md,7974,eec5c302d5c92cc0135e644f174a7dd194667622ecfd59cf251d78ad48a622b2,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0083,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/1주차_콘텐츠_집필노트.md)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,-,-
F-0715,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/1주차_콘텐츠리서치_결과.md,37456,de2557fce482706977c5ca8c0df0fb0063b21b26eaed97c0cae0ece146817ba0,.md,텍스트(Markdown),1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),(참조 없음),상태 확인 필요,F-0084,worktree 사본이나 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/1주차_콘텐츠리서치_결과.md)와 SHA-256 불일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,worktree판과 본체판의 내용 차이 미확인 — T11 계보 확인 필요,-,-
F-0716,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s00_check-paper-cut-v1-transparent.png,1321942,e8998e71f806be785120d764290543eb772a65a0d8a828255e5ad10771191350,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0085,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s00_check-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0717,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s00_light-paper-background.png,2108605,ec9d66e0e81488c8332dc41a733f7c667059f6b22b73690305d998f2c490a8aa,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0086,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s00_light-paper-background.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0718,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s00_pencil-paper-cut-v1-transparent.png,451507,ed635a3700617f65a6c21e9db00a87e0dce26d6457f39eeedec55d25dae18c2e,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0087,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s00_pencil-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0719,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s00_project-folder-paper-cut-v1-transparent.png,1028129,d7bc9e6d546f05155aa14c77a55b7d4d1b1a249a5b09f2f5e6f178091480d8fa,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0088,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s00_project-folder-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0720,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s00_workbench-hero-paper-cut-v1-transparent.png,784093,6e948dd8472b3cbe50df60bdf4d7f34051de42cdc62e101ec8edab25f1931d8f,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0089,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s00_workbench-hero-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0721,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s01a_ai-one-sentence-era-paper-cut-v1-transparent.png,794627,7faece707a48b046b9f69af73c82205bf8bfef4b9ad70e3c1a2f69bfebfba01d,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0090,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s01a_ai-one-sentence-era-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0722,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s02_arrival-three-actions-paper-cut-v1-transparent.png,944536,f851b0fb09260aea0be0310928ad0c5f746259b1f3eb3c3a9a6d3881176ab4cd,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0091,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s02_arrival-three-actions-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0723,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s05_week1_journey-paper-cut-v1-transparent.png,1729318,b4e768e6184b26889e7318862bb1c13fefd0cbe79309959ab2552f01fa47833e,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0092,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s05_week1_journey-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0724,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s05_week2_journey-paper-cut-v1-transparent.png,1860251,680aff29caa3ffa2036b846d75582f795a7805b09e305761ca7138ba625864b8,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0093,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s05_week2_journey-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0725,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s05_week3_journey-paper-cut-v1-transparent.png,1408800,642594c605859230b924198cd350a427e5830f51a0fec5c5c7eb9725f6944ed2,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0094,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s05_week3_journey-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0726,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s05a-data-design-background-v1.png,3466307,7a720ba17a7e4dd5ca95fdf6e9d8b85d7a5be700dbfdfa74fc4c661ca7a51a04,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0095,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s05a-data-design-background-v1.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0727,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s07_llm-agent-workshop-paper-cut-v1-transparent.png,974190,b22029f075de5ac34026f0bbad090d00d12c80f63f78e1b754bbac1956c6d682,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0096,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s07_llm-agent-workshop-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0728,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s09_three-work-roles-paper-cut-v1-transparent.png,884153,271a1f3b068ef0e26c813a8c538b9a97f81502f1313287810e3e4ce88709460e,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0097,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s09_three-work-roles-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0729,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_backend-paper-cut-v1-transparent.png,1924994,747410da3f30847718d4ac3e7d5a2ecc5e690917d920d16e30b45e889ae6d3da,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0098,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_backend-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0730,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_design-paper-cut-v1-transparent.png,2219965,3a70e52e985d468a04bb6d4c7aacb06fb072de9b15a74567ec4331413787a826,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0099,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_design-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0731,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_frontend-paper-cut-v1-transparent.png,1995416,662103f09a9e928ec34ca3bb2773af392f3c243a3dae85aa398a4ee9a3d0b40f,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0100,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_frontend-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0732,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_improve-paper-cut-v1-transparent.png,1389607,aea9642de626425f697ef071fd08da3117804d1f4a410fcfe6743ab93477114b,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0101,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_improve-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0733,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_installed-app-paper-cut-v1-transparent.png,2444872,c11cf6263dd412d29cd4c6f08ccef069a7c6e9edcb0bb77352408288116f3cee,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0102,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_installed-app-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0734,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_plan-paper-cut-v1-transparent.png,2193739,83f0f6dcdc2d1026aab30c780a60a7d1e1897646fd0fa7adcbe6455a97251d6b,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0103,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_plan-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0735,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_publish-paper-cut-v1-transparent.png,2240612,592cab559b70b8e30959c3b05964b823535499ba70bc8eecdb9eccdb81323788,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0104,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_publish-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0736,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_qa-paper-cut-v1-transparent.png,2026291,d4c5d9c473d8503e3c4ca6d3d84149ea84e5525f2261d550a38cef02a4be7643,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0105,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_qa-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0737,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_qa-publish-improve-cycle-paper-cut-v1-transparent.png,912956,d2eb06f6d9abe1c7390471aa0f918aa9da8e6cebb0a9c30f8b76835f32288e8d,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0106,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_qa-publish-improve-cycle-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0738,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_qa-publish-improve-story-paper-cut-v2-transparent.png,1358856,4db04296f7398faff1aaeb8e9c9e192fd668f64d383dd9dc696d8712fdb0ef21,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0107,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_qa-publish-improve-story-paper-cut-v2-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
F-0739,.claude/worktrees/week-1-content-addition-8e2d72/sessions/1주차/자료/images/s10_webapp-paper-cut-v1-transparent.png,2166551,7a9b08d3ced28c40e161421291b7ab22f29c151d8a11a0ee3491df17ee62bc22,.png,PNG,1주차,외부사본,커밋 없음(외부 worktree 사본·main 인덱스 밖),-,중복본,F-0108,worktree 사본 · 본체 대응 경로(courses/바이브코딩/sessions/1주차/자료/images/s10_webapp-paper-cut-v1-transparent.png)와 SHA-256 일치 · 구경로 sessions/N주차 → courses/바이브코딩/sessions/N주차 매핑,-,-,-
