order_id,order_date,order_status,customer_id,customer_type,age_group,region,category,product_name,brand,quantity,unit_price_krw,cost_per_unit_krw,discount_rate,shipping_fee_krw,payment_method,delivery_days,rating,returned,return_reason
ORD01295,2025-07-28,Completed,C0709,New,45-54,Seoul,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0.05,3000,Virtual Account,1,5,No,
ORD01296,2025-01-04,Completed,C0152,Returning,35-44,Jeju,Beauty,Lip Tint,Mellow,3,14000,5000,0,3000,Virtual Account,2,5,No,
ORD01297,2025-12-10,Completed,C0558,New,35-44,Gwangju,Beauty,Hydrating Serum,PureLab,1,22000,9000,0.25,3000,Virtual Account,1,5,No,
ORD01298,2025-05-14,Completed,C0238,New,35-44,Busan,Home,Cotton Towel Set,SoftDay,3,24000,10000,0,3000,Card,4,4,No,
ORD01299,2025-08-18,Completed,C0731,VIP,35-44,Incheon,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0.25,3000,Virtual Account,4,5,No,
ORD01300,2025-03-05,Pending,C0639,VIP,45-54,Busan,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,0,Card,,,No,
ORD01301,2025-11-05,Completed,C0322,VIP,45-54,Gangwon,Beauty,Lip Tint,Mellow,3,14000,5000,0,3000,Virtual Account,6,4,No,
ORD01302,2025-10-10,Completed,C0457,Returning,45-54,Busan,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,0,Virtual Account,1,4,No,
ORD01303,2025-11-13,Completed,C0574,VIP,25-34,Gwangju,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Virtual Account,4,4,No,
ORD01304,2025-08-28,Completed,C0312,VIP,18-24,Gangwon,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,3000,Card,7,4,No,
ORD01305,2025-03-05,Completed,C0695,New,55+,Gyeonggi,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Mobile Pay,5,4,No,
ORD01306,2025-05-19,Completed,C0466,Returning,45-54,Daegu,Food,Gift Snack Box,HappyBox,3,33000,14000,0.1,3000,Card,2,5,No,
ORD01307,2025-03-10,Completed,C0817,Returning,55+,Busan,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,0,Virtual Account,5,,No,
ORD01308,2025-09-25,Completed,C0322,VIP,25-34,Jeju,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,3000,Virtual Account,1,4,No,
ORD01309,2025-11-08,Completed,C0787,Returning,35-44,Jeju,Home,Storage Box Set,NeatHome,4,29000,12000,0,0,Card,9,3,Yes,Damaged item
ORD01310,2025-12-20,Completed,C0601,New,18-24,Busan,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Bank Transfer,5,5,No,
ORD01311,2025-06-13,Completed,C0393,New,18-24,Gangwon,Home,Storage Box Set,NeatHome,3,29000,12000,0.1,3000,Card,7,3,No,
ORD01312,2025-12-18,Completed,C0548,Returning,35-44,Seoul,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,0,Mobile Pay,3,,No,
ORD01313,2025-04-18,Completed,C0704,VIP,55+,Busan,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Virtual Account,2,3,Yes,Changed mind
ORD01314,2025-08-26,Completed,C0563,Returning,18-24,Gangwon,Home,Cotton Towel Set,SoftDay,3,24000,10000,0.1,3000,Bank Transfer,2,5,No,
ORD01315,2025-08-03,Completed,C0698,Returning,45-54,Jeju,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,3000,Virtual Account,4,5,No,
ORD01316,2025-06-07,Pending,C0171,VIP,55+,Jeju,Beauty,Lip Tint,Mellow,1,14000,5000,0,0,Card,,,No,
ORD01317,2025-04-10,Completed,C0716,Returning,18-24,Daejeon,Beauty,Lip Tint,Mellow,2,14000,5000,0.15,3000,Bank Transfer,5,4,No,
ORD01318,2025-03-25,Completed,C0713,Returning,55+,Gangwon,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0,0,Mobile Pay,4,4,No,
ORD01319,2025-03-27,Completed,C0644,VIP,18-24,Incheon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Bank Transfer,2,4,No,
ORD01320,2025-02-04,Completed,C0811,VIP,45-54,Gangwon,Food,Protein Bar Pack,FitBite,1,28000,12000,0.25,3000,Card,9,4,No,
ORD01321,2025-04-13,Completed,C0551,VIP,18-24,Daejeon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.2,3000,Mobile Pay,4,4,No,
ORD01322,2025-01-06,Completed,C0732,New,18-24,Gyeonggi,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,3000,Card,3,5,No,
ORD01323,2025-09-20,Completed,C0425,Returning,45-54,Daegu,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,3000,Virtual Account,2,4,No,
ORD01324,2025-06-16,Completed,C0172,VIP,18-24,Incheon,Beauty,Hydrating Serum,PureLab,2,22000,9000,0.2,3000,Mobile Pay,4,5,No,
ORD01325,2025-05-31,Completed,C0187,VIP,55+,Seoul,Beauty,Hydrating Serum,PureLab,1,22000,9000,0,0,Card,5,5,No,
ORD01326,2025-08-29,Completed,C0438,Returning,35-44,Incheon,Food,Protein Bar Pack,FitBite,4,28000,12000,0,0,Mobile Pay,3,5,No,
ORD01327,2025-05-14,Completed,C0484,New,25-34,Gyeonggi,Beauty,Lip Tint,Mellow,2,14000,5000,0,3000,Mobile Pay,3,5,No,
ORD01328,2025-07-11,Completed,C0238,New,55+,Gwangju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0.05,3000,Virtual Account,3,5,No,
ORD01329,2025-08-21,Completed,C0151,Returning,45-54,Daejeon,Home,Storage Box Set,NeatHome,4,29000,12000,0,0,Bank Transfer,4,4,No,
ORD01330,2025-01-25,Completed,C0612,New,35-44,Busan,Food,Gift Snack Box,HappyBox,4,33000,14000,0.15,0,Bank Transfer,2,5,No,
ORD01331,2025-09-01,Completed,C0215,Returning,25-34,Incheon,Fashion,Oversized Hoodie,Northline,2,45000,21000,0.1,3000,Bank Transfer,1,5,No,
ORD01332,2025-09-24,Completed,C0700,Returning,35-44,Jeju,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Bank Transfer,5,4,No,
ORD01333,2025-08-28,Completed,C0075,New,25-34,Daejeon,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,0,Bank Transfer,5,5,No,
ORD01334,2025-09-26,Completed,C0039,Returning,25-34,Busan,Fashion,Oversized Hoodie,Northline,3,45000,21000,0.05,0,Mobile Pay,4,4,No,
ORD01335,2025-12-03,Completed,C0148,Returning,55+,Gyeonggi,Food,Gift Snack Box,HappyBox,4,33000,14000,0,0,Mobile Pay,1,5,No,
ORD01336,2025-02-04,Pending,C0312,New,35-44,Jeju,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,0,Virtual Account,,,No,
ORD01337,2025-04-29,Completed,C0062,New,18-24,Gangwon,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0.05,3000,Mobile Pay,4,5,No,
ORD01338,2025-10-09,Completed,C0726,New,45-54,Gwangju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0.05,0,Virtual Account,1,4,No,
ORD01339,2025-10-17,Completed,C0483,Returning,55+,Busan,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.15,3000,Virtual Account,1,4,No,
ORD01340,2025-11-30,Completed,C0703,Returning,55+,Jeju,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,0,Bank Transfer,5,5,No,
ORD01341,2025-02-12,Completed,C0129,New,25-34,Gangwon,Pet,Dog Treats 1kg,Barkly,3,25000,11000,0.25,0,Bank Transfer,4,4,No,
ORD01342,2025-12-15,Completed,C0535,Returning,25-34,Incheon,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0.1,3000,Card,4,4,No,
ORD01343,2025-07-25,Pending,C0625,New,55+,Gwangju,Pet,Pet Bed,ComfyPaws,2,47000,20000,0.2,0,Card,,,No,
ORD01344,2025-08-10,Completed,C0174,Returning,45-54,Gangwon,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,0,Bank Transfer,3,5,No,
ORD01345,2025-11-01,Pending,C0550,VIP,25-34,Daejeon,Electronics,Smart Watch,Pulse,1,99000,47000,0.15,0,Virtual Account,,,No,
ORD01346,2025-09-06,Completed,C0274,Returning,18-24,Daegu,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0.15,0,Virtual Account,1,5,No,
ORD01347,2025-12-18,Completed,C0381,New,35-44,Gangwon,Fashion,Oversized Hoodie,Northline,2,45000,21000,0.15,0,Virtual Account,6,4,No,
ORD01348,2025-04-21,Completed,C0757,New,18-24,Daegu,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Bank Transfer,3,5,No,
ORD01349,2025-09-05,Cancelled,C0814,New,35-44,Incheon,Beauty,Lip Tint,Mellow,2,14000,5000,0,0,Mobile Pay,,,No,
ORD01350,2025-02-20,Completed,C0751,Returning,35-44,Seoul,Fashion,Crossbody Bag,Morrow,2,43000,18000,0.1,0,Card,4,5,No,
ORD01351,2025-02-02,Completed,C0083,New,45-54,Gyeonggi,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,3000,Bank Transfer,5,5,No,
ORD01352,2025-10-29,Completed,C0235,New,35-44,Busan,Home,Storage Box Set,NeatHome,4,29000,12000,0,0,Bank Transfer,1,4,No,
ORD01353,2025-01-22,Completed,C0563,Returning,18-24,Incheon,Beauty,Hydrating Serum,PureLab,2,22000,9000,0,3000,Card,3,5,No,
ORD01354,2025-07-07,Completed,C0672,New,55+,Incheon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,3000,Virtual Account,4,4,No,
ORD01355,2025-06-09,Completed,C0720,New,25-34,Jeju,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Bank Transfer,5,4,No,
ORD01356,2025-03-08,Completed,C0793,Returning,55+,Gyeonggi,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,0,Mobile Pay,2,5,No,
ORD01357,2025-12-27,Completed,C0450,New,55+,Daejeon,Home,Cotton Towel Set,SoftDay,4,24000,10000,0.05,3000,Card,4,5,No,
ORD01358,2025-02-03,Completed,C0367,Returning,35-44,Busan,Beauty,Lip Tint,Mellow,4,14000,5000,0.25,3000,Mobile Pay,1,4,No,
ORD01359,2025-05-27,Completed,C0185,New,55+,Jeju,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.05,0,Mobile Pay,5,4,No,
ORD01360,2025-07-16,Completed,C0736,VIP,18-24,Gwangju,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,3000,Virtual Account,5,5,No,
ORD01361,2025-02-10,Completed,C0532,VIP,18-24,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Mobile Pay,4,5,No,
ORD01362,2025-07-03,Completed,C0772,New,45-54,Daejeon,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,0,Mobile Pay,3,5,No,
ORD01363,2025-09-11,Completed,C0415,VIP,45-54,Seoul,Beauty,Lip Tint,Mellow,1,14000,5000,0,3000,Card,3,4,No,
ORD01364,2025-12-07,Completed,C0071,Returning,55+,Daegu,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Bank Transfer,3,5,No,
ORD01365,2025-08-19,Completed,C0753,New,18-24,Seoul,Home,Storage Box Set,NeatHome,4,29000,12000,0,3000,Bank Transfer,1,4,No,
ORD01366,2025-03-26,Completed,C0217,New,35-44,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0,3000,Virtual Account,1,5,No,
ORD01367,2025-06-14,Completed,C0793,Returning,55+,Gyeonggi,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,0,Bank Transfer,3,5,No,
ORD01368,2025-10-30,Completed,C0109,Returning,55+,Gangwon,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Card,3,,No,
ORD01369,2025-10-25,Completed,C0509,Returning,35-44,Gyeonggi,Food,Gift Snack Box,HappyBox,4,33000,14000,0.15,0,Card,1,4,No,
ORD01370,2025-04-26,Completed,C0839,New,55+,Daegu,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0.15,0,Bank Transfer,5,4,No,
ORD01371,2025-07-11,Cancelled,C0242,New,18-24,Daegu,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,0,Mobile Pay,,,No,
ORD01372,2025-03-10,Completed,C0050,VIP,45-54,Incheon,Beauty,Hydrating Serum,PureLab,2,22000,9000,0,0,Card,2,5,No,
ORD01373,2025-03-11,Completed,C0467,VIP,45-54,Seoul,Pet,Pet Bed,ComfyPaws,1,47000,20000,0,3000,Bank Transfer,3,5,No,
ORD01374,2025-09-08,Completed,C0819,VIP,55+,Daejeon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Card,2,4,No,
ORD01375,2025-08-05,Completed,C0297,VIP,45-54,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,3000,Card,1,5,No,
ORD01376,2025-02-13,Completed,C0201,Returning,55+,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0,3000,Virtual Account,3,5,No,
ORD01377,2025-10-08,Completed,C0559,Returning,45-54,Gangwon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.1,3000,Virtual Account,3,5,No,
ORD01378,2025-04-14,Completed,C0221,New,25-34,Gangwon,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,3000,Virtual Account,4,5,No,
ORD01379,2025-07-31,Completed,C0582,Returning,55+,Gwangju,Home,Cotton Towel Set,SoftDay,4,24000,10000,0.25,3000,Bank Transfer,1,4,No,
ORD01380,2025-07-21,Completed,C0847,Returning,45-54,Daejeon,Food,Coffee Bean 1kg,BeanRoot,4,32000,15000,0,0,Bank Transfer,4,5,No,
ORD01381,2025-11-21,Completed,C0747,VIP,45-54,Gwangju,Home,Cotton Towel Set,SoftDay,3,24000,10000,0,3000,Virtual Account,5,4,Yes,Damaged item
ORD01382,2025-05-08,Completed,C0197,VIP,55+,Gangwon,Food,Protein Bar Pack,FitBite,2,28000,12000,0,0,Mobile Pay,9,4,No,
ORD01383,2025-08-26,Completed,C0079,New,55+,Daegu,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,3000,Virtual Account,4,5,No,
ORD01384,2025-07-17,Completed,C0011,New,25-34,Daegu,Pet,Dog Treats 1kg,Barkly,2,25000,11000,0,3000,Card,3,3,Yes,Damaged item
ORD01385,2025-06-24,Completed,C0432,New,45-54,Jeju,Beauty,Hydrating Serum,PureLab,2,22000,9000,0.1,3000,Card,9,3,No,
ORD01386,2025-06-22,Completed,C0770,VIP,55+,Busan,Home,Desk Lamp,Lumen,1,39000,16000,0,0,Card,5,4,No,
ORD01387,2025-01-27,Completed,C0575,Returning,55+,Gangwon,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0,3000,Virtual Account,6,3,No,
ORD01388,2025-12-02,Completed,C0110,New,55+,Seoul,Food,Gift Snack Box,HappyBox,1,33000,14000,0.1,3000,Mobile Pay,1,4,No,
ORD01389,2025-07-28,Completed,C0353,New,55+,Seoul,Home,Desk Lamp,Lumen,1,39000,16000,0.1,0,Virtual Account,1,4,No,
ORD01390,2025-09-30,Completed,C0727,Returning,45-54,Gwangju,Fashion,Crossbody Bag,Morrow,2,43000,18000,0,3000,Bank Transfer,1,4,No,
ORD01391,2025-10-11,Completed,C0615,New,25-34,Gangwon,Fashion,Oversized Hoodie,Northline,1,45000,21000,0.05,0,Bank Transfer,4,5,No,
ORD01392,2025-10-17,Completed,C0268,New,55+,Daegu,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.05,3000,Bank Transfer,4,5,No,
ORD01393,2025-08-28,Completed,C0260,Returning,18-24,Gyeonggi,Pet,Pet Bed,ComfyPaws,4,47000,20000,0,0,Bank Transfer,2,4,Yes,Late delivery
ORD01394,2025-12-14,Completed,C0817,New,18-24,Gyeonggi,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Virtual Account,5,5,No,
ORD01395,2025-02-17,Completed,C0674,New,18-24,Jeju,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,0,Bank Transfer,1,5,No,
ORD01396,2025-12-30,Completed,C0672,New,25-34,Incheon,Electronics,Wireless Earbuds,Nova,3,49000,24000,0.1,3000,Bank Transfer,3,5,No,
ORD01397,2025-04-03,Completed,C0838,Returning,55+,Gyeonggi,Fashion,Oversized Hoodie,Northline,2,45000,21000,0,3000,Mobile Pay,3,5,No,
ORD01398,2025-11-15,Completed,C0565,Returning,25-34,Busan,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0.1,0,Card,4,5,No,
ORD01399,2025-10-23,Completed,C0530,Returning,45-54,Daejeon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Bank Transfer,2,5,No,
ORD01400,2025-05-20,Completed,C0118,VIP,25-34,Busan,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,0,Card,2,5,No,
ORD01401,2025-05-30,Completed,C0768,Returning,25-34,Gyeonggi,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,3000,Card,1,5,No,
ORD01402,2025-06-30,Completed,C0096,Returning,35-44,Busan,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,3000,Virtual Account,3,5,No,
ORD01403,2025-01-20,Completed,C0674,New,55+,Seoul,Food,Gift Snack Box,HappyBox,3,33000,14000,0,3000,Card,1,4,No,
ORD01404,2025-12-20,Completed,C0207,New,55+,Incheon,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0.15,3000,Card,3,3,Yes,Different from description
ORD01405,2025-04-29,Completed,C0409,VIP,55+,Daegu,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.1,3000,Bank Transfer,2,4,No,
ORD01406,2025-06-04,Completed,C0508,Returning,25-34,Seoul,Food,Gift Snack Box,HappyBox,4,33000,14000,0.1,0,Bank Transfer,3,4,No,
ORD01407,2025-05-10,Completed,C0137,New,55+,Gangwon,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0.25,3000,Virtual Account,4,5,No,
ORD01408,2025-05-13,Completed,C0208,Returning,25-34,Gangwon,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Virtual Account,3,5,No,
ORD01409,2025-07-17,Completed,C0024,Returning,45-54,Daegu,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Mobile Pay,5,5,No,
ORD01410,2025-06-21,Completed,C0589,New,45-54,Incheon,Electronics,Smart Watch,Pulse,1,99000,47000,0,0,Mobile Pay,5,5,No,
ORD01411,2025-10-17,Completed,C0047,Returning,35-44,Incheon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Card,4,4,No,
ORD01412,2025-07-04,Completed,C0090,VIP,35-44,Busan,Food,Gift Snack Box,HappyBox,4,33000,14000,0,3000,Card,5,4,No,
ORD01413,2025-11-16,Completed,C0555,Returning,18-24,Busan,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0.05,0,Bank Transfer,4,4,No,
ORD01414,2025-08-14,Completed,C0518,Returning,45-54,Seoul,Beauty,Hydrating Serum,PureLab,1,22000,9000,0.15,0,Mobile Pay,1,4,No,
ORD01415,2025-07-15,Cancelled,C0221,New,35-44,Seoul,Food,Protein Bar Pack,FitBite,1,28000,12000,0,0,Card,,,No,
ORD01416,2025-09-14,Completed,C0192,Returning,18-24,Gangwon,Food,Protein Bar Pack,FitBite,3,28000,12000,0,0,Bank Transfer,2,5,No,
ORD01417,2025-05-15,Cancelled,C0759,Returning,25-34,Gyeonggi,Food,Gift Snack Box,HappyBox,3,33000,14000,0.25,0,Card,,,No,
ORD01418,2025-08-04,Completed,C0846,Returning,45-54,Daegu,Home,Storage Box Set,NeatHome,2,29000,12000,0,0,Mobile Pay,4,5,No,
ORD01419,2025-09-05,Completed,C0059,New,45-54,Gangwon,Fashion,Canvas Sneakers,Walkon,2,59000,26000,0.1,0,Bank Transfer,3,5,No,
ORD01420,2025-12-13,Completed,C0066,Returning,35-44,Seoul,Food,Gift Snack Box,HappyBox,1,33000,14000,0,3000,Mobile Pay,3,4,No,
ORD01421,2025-07-10,Completed,C0270,New,55+,Gangwon,Home,Cotton Towel Set,SoftDay,1,24000,10000,0.1,0,Bank Transfer,5,5,No,
ORD01422,2025-05-06,Completed,C0278,Returning,25-34,Gwangju,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.1,0,Mobile Pay,3,4,No,
ORD01423,2025-01-26,Completed,C0102,New,35-44,Daejeon,Electronics,Smart Watch,Pulse,4,99000,47000,0.25,0,Card,5,5,No,
ORD01424,2025-04-16,Completed,C0669,VIP,45-54,Jeju,Beauty,Sunscreen SPF50,Glow,3,18000,7000,0,0,Mobile Pay,6,3,No,
ORD01425,2025-05-28,Completed,C0100,VIP,45-54,Incheon,Fashion,Crossbody Bag,Morrow,3,43000,18000,0.05,0,Card,4,5,No,
ORD01426,2025-10-29,Completed,C0334,VIP,55+,Gangwon,Pet,Pet Bed,ComfyPaws,1,47000,20000,0.15,3000,Bank Transfer,9,4,No,
ORD01427,2025-07-28,Completed,C0145,New,55+,Seoul,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.2,0,Virtual Account,5,5,No,
ORD01428,2025-06-10,Completed,C0791,VIP,25-34,Incheon,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,0,Card,1,4,No,
ORD01429,2025-11-18,Completed,C0462,Returning,55+,Daegu,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,3000,Card,1,4,No,
ORD01430,2025-09-01,Completed,C0430,Returning,18-24,Incheon,Home,Desk Lamp,Lumen,4,39000,16000,0,0,Card,1,5,No,
ORD01431,2025-12-07,Completed,C0796,New,18-24,Daegu,Food,Gift Snack Box,HappyBox,1,33000,14000,0,3000,Bank Transfer,3,5,No,
ORD01432,2025-07-28,Completed,C0709,Returning,45-54,Gwangju,Home,Storage Box Set,NeatHome,4,29000,12000,0.25,3000,Card,2,,No,
ORD01433,2025-07-29,Completed,C0673,New,18-24,Busan,Beauty,Lip Tint,Mellow,4,14000,5000,0,3000,Bank Transfer,5,5,No,
ORD01434,2025-07-03,Completed,C0018,New,55+,Incheon,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Mobile Pay,3,5,No,
ORD01435,2025-02-10,Completed,C0218,VIP,25-34,Busan,Food,Protein Bar Pack,FitBite,3,28000,12000,0.25,0,Bank Transfer,4,5,No,
ORD01436,2025-06-26,Completed,C0408,New,55+,Gwangju,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0.2,3000,Bank Transfer,1,4,No,
ORD01437,2025-01-26,Completed,C0470,New,35-44,Gwangju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Card,4,5,No,
ORD01438,2025-06-24,Completed,C0791,Returning,25-34,Daegu,Food,Protein Bar Pack,FitBite,2,28000,12000,0,3000,Card,1,5,No,
ORD01439,2025-11-26,Completed,C0742,Returning,55+,Seoul,Beauty,Lip Tint,Mellow,4,14000,5000,0.2,3000,Mobile Pay,2,4,No,
ORD01440,2025-05-17,Completed,C0164,New,55+,Gwangju,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,0,Bank Transfer,3,5,No,
ORD01441,2025-05-08,Completed,C0106,New,45-54,Gangwon,Home,Desk Lamp,Lumen,4,39000,16000,0.2,3000,Bank Transfer,2,5,No,
ORD01442,2025-02-07,Completed,C0143,New,45-54,Busan,Pet,Cat Toy Bundle,PawJoy,2,19000,8000,0.05,3000,Bank Transfer,5,5,No,
ORD01443,2025-06-14,Completed,C0680,VIP,55+,Gwangju,Home,Storage Box Set,NeatHome,1,29000,12000,0.2,3000,Bank Transfer,4,5,No,
ORD01444,2025-09-24,Completed,C0291,Returning,55+,Gangwon,Fashion,Canvas Sneakers,Walkon,2,59000,26000,0,3000,Virtual Account,5,4,No,
ORD01445,2025-04-22,Completed,C0710,Returning,25-34,Busan,Beauty,Sunscreen SPF50,Glow,1,18000,7000,0,3000,Card,3,5,No,
ORD01446,2025-10-23,Completed,C0196,Returning,18-24,Busan,Pet,Pet Bed,ComfyPaws,4,47000,20000,0.1,3000,Bank Transfer,3,5,No,
ORD01447,2025-12-29,Completed,C0621,New,55+,Gyeonggi,Fashion,Oversized Hoodie,Northline,4,45000,21000,0,0,Card,3,5,No,
ORD01448,2025-11-20,Completed,C0671,New,35-44,Jeju,Pet,Dog Treats 1kg,Barkly,4,25000,11000,0.15,0,Virtual Account,9,3,No,
ORD01449,2025-11-07,Completed,C0252,New,55+,Gangwon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,0,Bank Transfer,8,4,No,
ORD01450,2025-10-31,Completed,C0349,New,45-54,Seoul,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,0,Card,4,4,No,
ORD01451,2025-10-31,Completed,C0663,New,35-44,Daejeon,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Virtual Account,5,5,No,
ORD01452,2025-02-01,Completed,C0223,New,25-34,Incheon,Home,Cotton Towel Set,SoftDay,3,24000,10000,0.25,3000,Card,4,4,No,
ORD01453,2025-05-20,Completed,C0810,New,25-34,Busan,Pet,Pet Bed,ComfyPaws,4,47000,20000,0,0,Bank Transfer,2,4,No,
ORD01454,2025-01-29,Completed,C0186,Returning,55+,Busan,Pet,Cat Toy Bundle,PawJoy,2,19000,8000,0.1,3000,Virtual Account,5,4,Yes,Late delivery
ORD01455,2025-12-25,Completed,C0115,New,35-44,Daegu,Pet,Dog Treats 1kg,Barkly,2,25000,11000,0,3000,Card,1,4,No,
ORD01456,2025-04-17,Completed,C0329,Returning,35-44,Seoul,Fashion,Crossbody Bag,Morrow,4,43000,18000,0.25,0,Bank Transfer,1,5,No,
ORD01457,2025-11-06,Completed,C0059,New,55+,Daegu,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,0,Bank Transfer,2,5,No,
ORD01458,2025-04-24,Completed,C0328,Returning,45-54,Gangwon,Electronics,Wireless Earbuds,Nova,3,49000,24000,0,3000,Card,2,5,No,
ORD01459,2025-06-22,Completed,C0053,Returning,35-44,Daejeon,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,0,Card,5,4,No,
ORD01460,2025-02-07,Completed,C0357,VIP,25-34,Incheon,Food,Coffee Bean 1kg,BeanRoot,4,32000,15000,0.1,0,Card,3,5,No,
ORD01461,2025-01-19,Completed,C0332,VIP,25-34,Seoul,Fashion,Oversized Hoodie,Northline,4,45000,21000,0,3000,Card,2,5,No,
ORD01462,2025-01-16,Completed,C0160,New,45-54,Gangwon,Pet,Pet Bed,ComfyPaws,4,47000,20000,0.25,3000,Card,7,4,No,
ORD01463,2025-05-01,Completed,C0811,New,18-24,Daegu,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Virtual Account,5,4,No,
ORD01464,2025-11-30,Pending,C0784,New,35-44,Gyeonggi,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Card,,,No,
ORD01465,2025-12-09,Pending,C0307,Returning,35-44,Gwangju,Beauty,Hydrating Serum,PureLab,3,22000,9000,0,0,Bank Transfer,,,No,
ORD01466,2025-05-15,Completed,C0564,New,45-54,Gyeonggi,Fashion,Crossbody Bag,Morrow,4,43000,18000,0.05,3000,Mobile Pay,1,5,No,
ORD01467,2025-07-26,Completed,C0784,Returning,55+,Gangwon,Home,Desk Lamp,Lumen,1,39000,16000,0.1,0,Mobile Pay,6,4,No,
ORD01468,2025-11-10,Completed,C0195,Returning,18-24,Busan,Food,Gift Snack Box,HappyBox,3,33000,14000,0,3000,Virtual Account,3,5,No,
ORD01469,2025-10-05,Completed,C0721,New,25-34,Gyeonggi,Pet,Dog Treats 1kg,Barkly,3,25000,11000,0,3000,Mobile Pay,5,4,No,
