order_id,order_date,order_status,customer_id,customer_type,age_group,region,category,product_name,brand,quantity,unit_price_krw,cost_per_unit_krw,discount_rate,shipping_fee_krw,payment_method,delivery_days,rating,returned,return_reason,order_month,net_revenue_krw,cost_total_krw,margin_krw,delivery_metric_included,source_line
ORD01307,2025-03-10,Completed,C0817,Returning,55+,Busan,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,0,Virtual Account,5,,No,,2025-03,88000,36000,52000,Yes,1308
ORD01308,2025-09-25,Completed,C0322,VIP,25-34,Jeju,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,3000,Virtual Account,1,4,No,,2025-09,141000,60000,81000,Yes,1309
ORD01309,2025-11-08,Completed,C0787,Returning,35-44,Jeju,Home,Storage Box Set,NeatHome,4,29000,12000,0,0,Card,9,3,Yes,Damaged item,2025-11,116000,48000,68000,Yes,1310
ORD01310,2025-12-20,Completed,C0601,New,18-24,Busan,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Bank Transfer,5,5,No,,2025-12,198000,94000,104000,Yes,1311
ORD01311,2025-06-13,Completed,C0393,New,18-24,Gangwon,Home,Storage Box Set,NeatHome,3,29000,12000,0.1,3000,Card,7,3,No,,2025-06,78300,36000,42300,Yes,1312
ORD01312,2025-12-18,Completed,C0548,Returning,35-44,Seoul,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,0,Mobile Pay,3,,No,,2025-12,65000,31000,34000,Yes,1313
ORD01313,2025-04-18,Completed,C0704,VIP,55+,Busan,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Virtual Account,2,3,Yes,Changed mind,2025-04,57000,24000,33000,Yes,1314
ORD01314,2025-08-26,Completed,C0563,Returning,18-24,Gangwon,Home,Cotton Towel Set,SoftDay,3,24000,10000,0.1,3000,Bank Transfer,2,5,No,,2025-08,64800,30000,34800,Yes,1315
ORD01315,2025-08-03,Completed,C0698,Returning,45-54,Jeju,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,3000,Virtual Account,4,5,No,,2025-08,236000,104000,132000,Yes,1316
ORD01317,2025-04-10,Completed,C0716,Returning,18-24,Daejeon,Beauty,Lip Tint,Mellow,2,14000,5000,0.15,3000,Bank Transfer,5,4,No,,2025-04,23800,10000,13800,Yes,1318
ORD01318,2025-03-25,Completed,C0713,Returning,55+,Gangwon,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0,0,Mobile Pay,4,4,No,,2025-03,59000,26000,33000,Yes,1319
ORD01319,2025-03-27,Completed,C0644,VIP,18-24,Incheon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Bank Transfer,2,4,No,,2025-03,195000,93000,102000,Yes,1320
ORD01320,2025-02-04,Completed,C0811,VIP,45-54,Gangwon,Food,Protein Bar Pack,FitBite,1,28000,12000,0.25,3000,Card,9,4,No,,2025-02,21000,12000,9000,Yes,1321
ORD01321,2025-04-13,Completed,C0551,VIP,18-24,Daejeon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.2,3000,Mobile Pay,4,4,No,,2025-04,45600,24000,21600,Yes,1322
ORD01322,2025-01-06,Completed,C0732,New,18-24,Gyeonggi,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,3000,Card,3,5,No,,2025-01,96000,40000,56000,Yes,1323
ORD01323,2025-09-20,Completed,C0425,Returning,45-54,Daegu,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,3000,Virtual Account,2,4,No,,2025-09,88000,36000,52000,Yes,1324
ORD01324,2025-06-16,Completed,C0172,VIP,18-24,Incheon,Beauty,Hydrating Serum,PureLab,2,22000,9000,0.2,3000,Mobile Pay,4,5,No,,2025-06,35200,18000,17200,Yes,1325
ORD01325,2025-05-31,Completed,C0187,VIP,55+,Seoul,Beauty,Hydrating Serum,PureLab,1,22000,9000,0,0,Card,5,5,No,,2025-05,22000,9000,13000,Yes,1326
ORD01326,2025-08-29,Completed,C0438,Returning,35-44,Incheon,Food,Protein Bar Pack,FitBite,4,28000,12000,0,0,Mobile Pay,3,5,No,,2025-08,112000,48000,64000,Yes,1327
ORD01327,2025-05-14,Completed,C0484,New,25-34,Gyeonggi,Beauty,Lip Tint,Mellow,2,14000,5000,0,3000,Mobile Pay,3,5,No,,2025-05,28000,10000,18000,Yes,1328
ORD01328,2025-07-11,Completed,C0238,New,55+,Gwangju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0.05,3000,Virtual Account,3,5,No,,2025-07,45600,20000,25600,Yes,1329
ORD01329,2025-08-21,Completed,C0151,Returning,45-54,Daejeon,Home,Storage Box Set,NeatHome,4,29000,12000,0,0,Bank Transfer,4,4,No,,2025-08,116000,48000,68000,Yes,1330
ORD01330,2025-01-25,Completed,C0612,New,35-44,Busan,Food,Gift Snack Box,HappyBox,4,33000,14000,0.15,0,Bank Transfer,2,5,No,,2025-01,112200,56000,56200,Yes,1331
ORD01331,2025-09-01,Completed,C0215,Returning,25-34,Incheon,Fashion,Oversized Hoodie,Northline,2,45000,21000,0.1,3000,Bank Transfer,1,5,No,,2025-09,81000,42000,39000,Yes,1332
ORD01332,2025-09-24,Completed,C0700,Returning,35-44,Jeju,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Bank Transfer,5,4,No,,2025-09,66000,28000,38000,Yes,1333
ORD01333,2025-08-28,Completed,C0075,New,25-34,Daejeon,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,0,Bank Transfer,5,5,No,,2025-08,141000,60000,81000,Yes,1334
ORD01334,2025-09-26,Completed,C0039,Returning,25-34,Busan,Fashion,Oversized Hoodie,Northline,3,45000,21000,0.05,0,Mobile Pay,4,4,No,,2025-09,128250,63000,65250,Yes,1335
ORD01335,2025-12-03,Completed,C0148,Returning,55+,Gyeonggi,Food,Gift Snack Box,HappyBox,4,33000,14000,0,0,Mobile Pay,1,5,No,,2025-12,132000,56000,76000,Yes,1336
ORD01337,2025-04-29,Completed,C0062,New,18-24,Gangwon,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0.05,3000,Mobile Pay,4,5,No,,2025-04,91200,45000,46200,Yes,1338
ORD01338,2025-10-09,Completed,C0726,New,45-54,Gwangju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0.05,0,Virtual Account,1,4,No,,2025-10,45600,20000,25600,Yes,1339
ORD01339,2025-10-17,Completed,C0483,Returning,55+,Busan,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.15,3000,Virtual Account,1,4,No,,2025-10,27200,15000,12200,Yes,1340
ORD01340,2025-11-30,Completed,C0703,Returning,55+,Jeju,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,0,Bank Transfer,5,5,No,,2025-11,45000,21000,24000,Yes,1341
ORD01341,2025-02-12,Completed,C0129,New,25-34,Gangwon,Pet,Dog Treats 1kg,Barkly,3,25000,11000,0.25,0,Bank Transfer,4,4,No,,2025-02,56250,33000,23250,Yes,1342
ORD01342,2025-12-15,Completed,C0535,Returning,25-34,Incheon,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0.1,3000,Card,4,4,No,,2025-12,57600,30000,27600,Yes,1343
ORD01344,2025-08-10,Completed,C0174,Returning,45-54,Gangwon,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,0,Bank Transfer,3,5,No,,2025-08,65000,31000,34000,Yes,1345
ORD01346,2025-09-06,Completed,C0274,Returning,18-24,Daegu,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0.15,0,Virtual Account,1,5,No,,2025-09,61200,28000,33200,Yes,1347
ORD01347,2025-12-18,Completed,C0381,New,35-44,Gangwon,Fashion,Oversized Hoodie,Northline,2,45000,21000,0.15,0,Virtual Account,6,4,No,,2025-12,76500,42000,34500,Yes,1348
ORD01348,2025-04-21,Completed,C0757,New,18-24,Daegu,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Bank Transfer,3,5,No,,2025-04,66000,28000,38000,Yes,1349
ORD01350,2025-02-20,Completed,C0751,Returning,35-44,Seoul,Fashion,Crossbody Bag,Morrow,2,43000,18000,0.1,0,Card,4,5,No,,2025-02,77400,36000,41400,Yes,1351
ORD01351,2025-02-02,Completed,C0083,New,45-54,Gyeonggi,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,3000,Bank Transfer,5,5,No,,2025-02,43000,18000,25000,Yes,1352
ORD01352,2025-10-29,Completed,C0235,New,35-44,Busan,Home,Storage Box Set,NeatHome,4,29000,12000,0,0,Bank Transfer,1,4,No,,2025-10,116000,48000,68000,Yes,1353
ORD01353,2025-01-22,Completed,C0563,Returning,18-24,Incheon,Beauty,Hydrating Serum,PureLab,2,22000,9000,0,3000,Card,3,5,No,,2025-01,44000,18000,26000,Yes,1354
ORD01354,2025-07-07,Completed,C0672,New,55+,Incheon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,3000,Virtual Account,4,4,No,,2025-07,130000,62000,68000,Yes,1355
ORD01355,2025-06-09,Completed,C0720,New,25-34,Jeju,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Bank Transfer,5,4,No,,2025-06,198000,94000,104000,Yes,1356
ORD01356,2025-03-08,Completed,C0793,Returning,55+,Gyeonggi,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,0,Mobile Pay,2,5,No,,2025-03,96000,40000,56000,Yes,1357
ORD01357,2025-12-27,Completed,C0450,New,55+,Daejeon,Home,Cotton Towel Set,SoftDay,4,24000,10000,0.05,3000,Card,4,5,No,,2025-12,91200,40000,51200,Yes,1358
ORD01358,2025-02-03,Completed,C0367,Returning,35-44,Busan,Beauty,Lip Tint,Mellow,4,14000,5000,0.25,3000,Mobile Pay,1,4,No,,2025-02,42000,20000,22000,Yes,1359
ORD01359,2025-05-27,Completed,C0185,New,55+,Jeju,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.05,0,Mobile Pay,5,4,No,,2025-05,171000,84000,87000,Yes,1360
ORD01360,2025-07-16,Completed,C0736,VIP,18-24,Gwangju,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,3000,Virtual Account,5,5,No,,2025-07,49000,24000,25000,Yes,1361
ORD01361,2025-02-10,Completed,C0532,VIP,18-24,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Mobile Pay,4,5,No,,2025-02,57000,24000,33000,Yes,1362
ORD01362,2025-07-03,Completed,C0772,New,45-54,Daejeon,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,0,Mobile Pay,3,5,No,,2025-07,36000,14000,22000,Yes,1363
ORD01363,2025-09-11,Completed,C0415,VIP,45-54,Seoul,Beauty,Lip Tint,Mellow,1,14000,5000,0,3000,Card,3,4,No,,2025-09,14000,5000,9000,Yes,1364
ORD01364,2025-12-07,Completed,C0071,Returning,55+,Daegu,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Bank Transfer,3,5,No,,2025-12,57000,24000,33000,Yes,1365
ORD01365,2025-08-19,Completed,C0753,New,18-24,Seoul,Home,Storage Box Set,NeatHome,4,29000,12000,0,3000,Bank Transfer,1,4,No,,2025-08,116000,48000,68000,Yes,1366
ORD01366,2025-03-26,Completed,C0217,New,35-44,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0,3000,Virtual Account,1,5,No,,2025-03,76000,32000,44000,Yes,1367
ORD01367,2025-06-14,Completed,C0793,Returning,55+,Gyeonggi,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,0,Bank Transfer,3,5,No,,2025-06,236000,104000,132000,Yes,1368
ORD01368,2025-10-30,Completed,C0109,Returning,55+,Gangwon,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Card,3,,No,,2025-10,64000,30000,34000,Yes,1369
ORD01369,2025-10-25,Completed,C0509,Returning,35-44,Gyeonggi,Food,Gift Snack Box,HappyBox,4,33000,14000,0.15,0,Card,1,4,No,,2025-10,112200,56000,56200,Yes,1370
ORD01370,2025-04-26,Completed,C0839,New,55+,Daegu,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0.15,0,Bank Transfer,5,4,No,,2025-04,21250,11000,10250,Yes,1371
ORD01372,2025-03-10,Completed,C0050,VIP,45-54,Incheon,Beauty,Hydrating Serum,PureLab,2,22000,9000,0,0,Card,2,5,No,,2025-03,44000,18000,26000,Yes,1373
ORD01373,2025-03-11,Completed,C0467,VIP,45-54,Seoul,Pet,Pet Bed,ComfyPaws,1,47000,20000,0,3000,Bank Transfer,3,5,No,,2025-03,47000,20000,27000,Yes,1374
ORD01374,2025-09-08,Completed,C0819,VIP,55+,Daejeon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Card,2,4,No,,2025-09,57000,24000,33000,Yes,1375
ORD01375,2025-08-05,Completed,C0297,VIP,45-54,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,3000,Card,1,5,No,,2025-08,96000,45000,51000,Yes,1376
ORD01376,2025-02-13,Completed,C0201,Returning,55+,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0,3000,Virtual Account,3,5,No,,2025-02,78000,32000,46000,Yes,1377
ORD01377,2025-10-08,Completed,C0559,Returning,45-54,Gangwon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.1,3000,Virtual Account,3,5,No,,2025-10,51300,24000,27300,Yes,1378
ORD01378,2025-04-14,Completed,C0221,New,25-34,Gangwon,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,3000,Virtual Account,4,5,No,,2025-04,98000,48000,50000,Yes,1379
ORD01379,2025-07-31,Completed,C0582,Returning,55+,Gwangju,Home,Cotton Towel Set,SoftDay,4,24000,10000,0.25,3000,Bank Transfer,1,4,No,,2025-07,72000,40000,32000,Yes,1380
ORD01380,2025-07-21,Completed,C0847,Returning,45-54,Daejeon,Food,Coffee Bean 1kg,BeanRoot,4,32000,15000,0,0,Bank Transfer,4,5,No,,2025-07,128000,60000,68000,Yes,1381
ORD01381,2025-11-21,Completed,C0747,VIP,45-54,Gwangju,Home,Cotton Towel Set,SoftDay,3,24000,10000,0,3000,Virtual Account,5,4,Yes,Damaged item,2025-11,72000,30000,42000,Yes,1382
ORD01382,2025-05-08,Completed,C0197,VIP,55+,Gangwon,Food,Protein Bar Pack,FitBite,2,28000,12000,0,0,Mobile Pay,9,4,No,,2025-05,56000,24000,32000,Yes,1383
ORD01383,2025-08-26,Completed,C0079,New,55+,Daegu,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,3000,Virtual Account,4,5,No,,2025-08,36000,14000,22000,Yes,1384
ORD01384,2025-07-17,Completed,C0011,New,25-34,Daegu,Pet,Dog Treats 1kg,Barkly,2,25000,11000,0,3000,Card,3,3,Yes,Damaged item,2025-07,50000,22000,28000,Yes,1385
ORD01385,2025-06-24,Completed,C0432,New,45-54,Jeju,Beauty,Hydrating Serum,PureLab,2,22000,9000,0.1,3000,Card,9,3,No,,2025-06,39600,18000,21600,Yes,1386
ORD01386,2025-06-22,Completed,C0770,VIP,55+,Busan,Home,Desk Lamp,Lumen,1,39000,16000,0,0,Card,5,4,No,,2025-06,39000,16000,23000,Yes,1387
ORD01387,2025-01-27,Completed,C0575,Returning,55+,Gangwon,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0,3000,Virtual Account,6,3,No,,2025-01,177000,78000,99000,Yes,1388
ORD01388,2025-12-02,Completed,C0110,New,55+,Seoul,Food,Gift Snack Box,HappyBox,1,33000,14000,0.1,3000,Mobile Pay,1,4,No,,2025-12,29700,14000,15700,Yes,1389
ORD01389,2025-07-28,Completed,C0353,New,55+,Seoul,Home,Desk Lamp,Lumen,1,39000,16000,0.1,0,Virtual Account,1,4,No,,2025-07,35100,16000,19100,Yes,1390
ORD01390,2025-09-30,Completed,C0727,Returning,45-54,Gwangju,Fashion,Crossbody Bag,Morrow,2,43000,18000,0,3000,Bank Transfer,1,4,No,,2025-09,86000,36000,50000,Yes,1391
ORD01391,2025-10-11,Completed,C0615,New,25-34,Gangwon,Fashion,Oversized Hoodie,Northline,1,45000,21000,0.05,0,Bank Transfer,4,5,No,,2025-10,42750,21000,21750,Yes,1392
ORD01392,2025-10-17,Completed,C0268,New,55+,Daegu,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.05,3000,Bank Transfer,4,5,No,,2025-10,171000,84000,87000,Yes,1393
ORD01393,2025-08-28,Completed,C0260,Returning,18-24,Gyeonggi,Pet,Pet Bed,ComfyPaws,4,47000,20000,0,0,Bank Transfer,2,4,Yes,Late delivery,2025-08,188000,80000,108000,Yes,1394
ORD01394,2025-12-14,Completed,C0817,New,18-24,Gyeonggi,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Virtual Account,5,5,No,,2025-12,39000,16000,23000,Yes,1395
ORD01395,2025-02-17,Completed,C0674,New,18-24,Jeju,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,0,Bank Transfer,1,5,No,,2025-02,172000,72000,100000,Yes,1396
ORD01396,2025-12-30,Completed,C0672,New,25-34,Incheon,Electronics,Wireless Earbuds,Nova,3,49000,24000,0.1,3000,Bank Transfer,3,5,No,,2025-12,132300,72000,60300,Yes,1397
ORD01397,2025-04-03,Completed,C0838,Returning,55+,Gyeonggi,Fashion,Oversized Hoodie,Northline,2,45000,21000,0,3000,Mobile Pay,3,5,No,,2025-04,90000,42000,48000,Yes,1398
ORD01398,2025-11-15,Completed,C0565,Returning,25-34,Busan,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0.1,0,Card,4,5,No,,2025-11,17100,8000,9100,Yes,1399
ORD01399,2025-10-23,Completed,C0530,Returning,45-54,Daejeon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Bank Transfer,2,5,No,,2025-10,195000,93000,102000,Yes,1400
ORD01400,2025-05-20,Completed,C0118,VIP,25-34,Busan,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,0,Card,2,5,No,,2025-05,72000,28000,44000,Yes,1401
ORD01401,2025-05-30,Completed,C0768,Returning,25-34,Gyeonggi,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,3000,Card,1,5,No,,2025-05,43000,18000,25000,Yes,1402
ORD01402,2025-06-30,Completed,C0096,Returning,35-44,Busan,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,3000,Virtual Account,3,5,No,,2025-06,196000,96000,100000,Yes,1403
ORD01403,2025-01-20,Completed,C0674,New,55+,Seoul,Food,Gift Snack Box,HappyBox,3,33000,14000,0,3000,Card,1,4,No,,2025-01,99000,42000,57000,Yes,1404
ORD01404,2025-12-20,Completed,C0207,New,55+,Incheon,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0.15,3000,Card,3,3,Yes,Different from description,2025-12,50150,26000,24150,Yes,1405
ORD01405,2025-04-29,Completed,C0409,VIP,55+,Daegu,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.1,3000,Bank Transfer,2,4,No,,2025-04,28800,15000,13800,Yes,1406
ORD01406,2025-06-04,Completed,C0508,Returning,25-34,Seoul,Food,Gift Snack Box,HappyBox,4,33000,14000,0.1,0,Bank Transfer,3,4,No,,2025-06,118800,56000,62800,Yes,1407
ORD01407,2025-05-10,Completed,C0137,New,55+,Gangwon,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0.25,3000,Virtual Account,4,5,No,,2025-05,18750,11000,7750,Yes,1408
ORD01408,2025-05-13,Completed,C0208,Returning,25-34,Gangwon,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Virtual Account,3,5,No,,2025-05,198000,94000,104000,Yes,1409
ORD01409,2025-07-17,Completed,C0024,Returning,45-54,Daegu,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Mobile Pay,5,5,No,,2025-07,64000,30000,34000,Yes,1410
ORD01410,2025-06-21,Completed,C0589,New,45-54,Incheon,Electronics,Smart Watch,Pulse,1,99000,47000,0,0,Mobile Pay,5,5,No,,2025-06,99000,47000,52000,Yes,1411
ORD01411,2025-10-17,Completed,C0047,Returning,35-44,Incheon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Card,4,4,No,,2025-10,57000,24000,33000,Yes,1412
ORD01412,2025-07-04,Completed,C0090,VIP,35-44,Busan,Food,Gift Snack Box,HappyBox,4,33000,14000,0,3000,Card,5,4,No,,2025-07,132000,56000,76000,Yes,1413
ORD01413,2025-11-16,Completed,C0555,Returning,18-24,Busan,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0.05,0,Bank Transfer,4,4,No,,2025-11,168150,78000,90150,Yes,1414
ORD01414,2025-08-14,Completed,C0518,Returning,45-54,Seoul,Beauty,Hydrating Serum,PureLab,1,22000,9000,0.15,0,Mobile Pay,1,4,No,,2025-08,18700,9000,9700,Yes,1415
ORD01416,2025-09-14,Completed,C0192,Returning,18-24,Gangwon,Food,Protein Bar Pack,FitBite,3,28000,12000,0,0,Bank Transfer,2,5,No,,2025-09,84000,36000,48000,Yes,1417
ORD01418,2025-08-04,Completed,C0846,Returning,45-54,Daegu,Home,Storage Box Set,NeatHome,2,29000,12000,0,0,Mobile Pay,4,5,No,,2025-08,58000,24000,34000,Yes,1419
ORD01419,2025-09-05,Completed,C0059,New,45-54,Gangwon,Fashion,Canvas Sneakers,Walkon,2,59000,26000,0.1,0,Bank Transfer,3,5,No,,2025-09,106200,52000,54200,Yes,1420
ORD01420,2025-12-13,Completed,C0066,Returning,35-44,Seoul,Food,Gift Snack Box,HappyBox,1,33000,14000,0,3000,Mobile Pay,3,4,No,,2025-12,33000,14000,19000,Yes,1421
ORD01421,2025-07-10,Completed,C0270,New,55+,Gangwon,Home,Cotton Towel Set,SoftDay,1,24000,10000,0.1,0,Bank Transfer,5,5,No,,2025-07,21600,10000,11600,Yes,1422
ORD01422,2025-05-06,Completed,C0278,Returning,25-34,Gwangju,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.1,0,Mobile Pay,3,4,No,,2025-05,28800,15000,13800,Yes,1423
ORD01423,2025-01-26,Completed,C0102,New,35-44,Daejeon,Electronics,Smart Watch,Pulse,4,99000,47000,0.25,0,Card,5,5,No,,2025-01,297000,188000,109000,Yes,1424
ORD01424,2025-04-16,Completed,C0669,VIP,45-54,Jeju,Beauty,Sunscreen SPF50,Glow,3,18000,7000,0,0,Mobile Pay,6,3,No,,2025-04,54000,21000,33000,Yes,1425
ORD01425,2025-05-28,Completed,C0100,VIP,45-54,Incheon,Fashion,Crossbody Bag,Morrow,3,43000,18000,0.05,0,Card,4,5,No,,2025-05,122550,54000,68550,Yes,1426
ORD01426,2025-10-29,Completed,C0334,VIP,55+,Gangwon,Pet,Pet Bed,ComfyPaws,1,47000,20000,0.15,3000,Bank Transfer,9,4,No,,2025-10,39950,20000,19950,Yes,1427
ORD01427,2025-07-28,Completed,C0145,New,55+,Seoul,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.2,0,Virtual Account,5,5,No,,2025-07,25600,15000,10600,Yes,1428
ORD01428,2025-06-10,Completed,C0791,VIP,25-34,Incheon,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,0,Card,1,4,No,,2025-06,135000,63000,72000,Yes,1429
ORD01429,2025-11-18,Completed,C0462,Returning,55+,Daegu,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,3000,Card,1,4,No,,2025-11,72000,28000,44000,Yes,1430
ORD01430,2025-09-01,Completed,C0430,Returning,18-24,Incheon,Home,Desk Lamp,Lumen,4,39000,16000,0,0,Card,1,5,No,,2025-09,156000,64000,92000,Yes,1431
ORD01431,2025-12-07,Completed,C0796,New,18-24,Daegu,Food,Gift Snack Box,HappyBox,1,33000,14000,0,3000,Bank Transfer,3,5,No,,2025-12,33000,14000,19000,Yes,1432
ORD01432,2025-07-28,Completed,C0709,Returning,45-54,Gwangju,Home,Storage Box Set,NeatHome,4,29000,12000,0.25,3000,Card,2,,No,,2025-07,87000,48000,39000,Yes,1433
ORD01433,2025-07-29,Completed,C0673,New,18-24,Busan,Beauty,Lip Tint,Mellow,4,14000,5000,0,3000,Bank Transfer,5,5,No,,2025-07,56000,20000,36000,Yes,1434
ORD01434,2025-07-03,Completed,C0018,New,55+,Incheon,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Mobile Pay,3,5,No,,2025-07,48000,20000,28000,Yes,1435
ORD01435,2025-02-10,Completed,C0218,VIP,25-34,Busan,Food,Protein Bar Pack,FitBite,3,28000,12000,0.25,0,Bank Transfer,4,5,No,,2025-02,63000,36000,27000,Yes,1436
ORD01436,2025-06-26,Completed,C0408,New,55+,Gwangju,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0.2,3000,Bank Transfer,1,4,No,,2025-06,104000,62000,42000,Yes,1437
ORD01437,2025-01-26,Completed,C0470,New,35-44,Gwangju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Card,4,5,No,,2025-01,48000,20000,28000,Yes,1438
ORD01438,2025-06-24,Completed,C0791,Returning,25-34,Daegu,Food,Protein Bar Pack,FitBite,2,28000,12000,0,3000,Card,1,5,No,,2025-06,56000,24000,32000,Yes,1439
ORD01439,2025-11-26,Completed,C0742,Returning,55+,Seoul,Beauty,Lip Tint,Mellow,4,14000,5000,0.2,3000,Mobile Pay,2,4,No,,2025-11,44800,20000,24800,Yes,1440
ORD01440,2025-05-17,Completed,C0164,New,55+,Gwangju,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,0,Bank Transfer,3,5,No,,2025-05,130000,62000,68000,Yes,1441
ORD01441,2025-05-08,Completed,C0106,New,45-54,Gangwon,Home,Desk Lamp,Lumen,4,39000,16000,0.2,3000,Bank Transfer,2,5,No,,2025-05,124800,64000,60800,Yes,1442
ORD01442,2025-02-07,Completed,C0143,New,45-54,Busan,Pet,Cat Toy Bundle,PawJoy,2,19000,8000,0.05,3000,Bank Transfer,5,5,No,,2025-02,36100,16000,20100,Yes,1443
ORD01443,2025-06-14,Completed,C0680,VIP,55+,Gwangju,Home,Storage Box Set,NeatHome,1,29000,12000,0.2,3000,Bank Transfer,4,5,No,,2025-06,23200,12000,11200,Yes,1444
ORD01444,2025-09-24,Completed,C0291,Returning,55+,Gangwon,Fashion,Canvas Sneakers,Walkon,2,59000,26000,0,3000,Virtual Account,5,4,No,,2025-09,118000,52000,66000,Yes,1445
ORD01445,2025-04-22,Completed,C0710,Returning,25-34,Busan,Beauty,Sunscreen SPF50,Glow,1,18000,7000,0,3000,Card,3,5,No,,2025-04,18000,7000,11000,Yes,1446
ORD01446,2025-10-23,Completed,C0196,Returning,18-24,Busan,Pet,Pet Bed,ComfyPaws,4,47000,20000,0.1,3000,Bank Transfer,3,5,No,,2025-10,169200,80000,89200,Yes,1447
ORD01447,2025-12-29,Completed,C0621,New,55+,Gyeonggi,Fashion,Oversized Hoodie,Northline,4,45000,21000,0,0,Card,3,5,No,,2025-12,180000,84000,96000,Yes,1448
ORD01448,2025-11-20,Completed,C0671,New,35-44,Jeju,Pet,Dog Treats 1kg,Barkly,4,25000,11000,0.15,0,Virtual Account,9,3,No,,2025-11,85000,44000,41000,Yes,1449
ORD01449,2025-11-07,Completed,C0252,New,55+,Gangwon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,0,Bank Transfer,8,4,No,,2025-11,130000,62000,68000,Yes,1450
ORD01450,2025-10-31,Completed,C0349,New,45-54,Seoul,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,0,Card,4,4,No,,2025-10,141000,60000,81000,Yes,1451
ORD01451,2025-10-31,Completed,C0663,New,35-44,Daejeon,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Virtual Account,5,5,No,,2025-10,112000,48000,64000,Yes,1452
